Landroid/accessibilityservice/BrailleDisplayController;->checkApiFlagIsEnabled()V,blocked
Landroid/accessibilityservice/BrailleDisplayController;->setTestBrailleDisplayData(Landroid/accessibilityservice/AccessibilityService;Ljava/util/List;)V,blocked,test-api

Landroid/adservices/ondevicepersonalization/KeyValueStore;->getTableId()I,blocked
Landroid/adservices/ondevicepersonalization/EventLogRecord;->getTimeMillis()J,blocked 

Landroid/adservices/ondevicepersonalization/EventUrlProvider;-><init>(Landroid/adservices/ondevicepersonalization/aidl/IDataAccessService;)V,blocked
Landroid/adservices/ondevicepersonalization/EventUrlProvider$1;->onError(I)V,blocked
Landroid/adservices/ondevicepersonalization/EventUrlProvider$1;->onSuccess(Landroid/os/Bundle;)V,blocked
Landroid/adservices/ondevicepersonalization/EventUrlProvider;->getUrl(Landroid/os/Bundle;IJ)Landroid/net/Uri;,blocked
Landroid/adservices/ondevicepersonalization/EventUrlProvider$CallbackResult;-><init>(Landroid/os/Bundle;I)V,blocked

Landroid/adservices/ondevicepersonalization/ExecuteInput;-><init>(Landroid/adservices/ondevicepersonalization/ExecuteInputParcel;)V,blocked
Landroid/adservices/ondevicepersonalization/ExecuteInput;->mAppParams:Landroid/os/PersistableBundle;,blocked
Landroid/adservices/ondevicepersonalization/ExecuteInput;->mAppParamsLock:Ljava/lang/Object;,blocked
Landroid/adservices/ondevicepersonalization/ExecuteInput;->mSerializedAppParams:Lcom/android/ondevicepersonalization/internal/util/ByteArrayParceledSlice;,blocked

Landroid/adservices/ondevicepersonalization/ExecuteOutput;-><init>(Landroid/adservices/ondevicepersonalization/RequestLogRecord;Landroid/adservices/ondevicepersonalization/RenderingConfig;Ljava/util/List;[B)V,blocked

Landroid/adservices/ondevicepersonalization/ExecuteOutput$Builder;->checkNotUsed()V,blocked

Landroid/adservices/ondevicepersonalization/FederatedComputeInput;-><init>(Ljava/lang/String;)V,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeInput;->__metadata()V,blocked

Landroid/adservices/ondevicepersonalization/FederatedComputeInput$Builder;->checkNotUsed()V,blocked

Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler$1;-><init>(Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler;Ljava/util/concurrent/CountDownLatch;[I)V,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler$1;->onFailure(I)V,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler$1;->onSuccess()V,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler$2;-><init>(Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler;Ljava/util/concurrent/CountDownLatch;[I)V,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler$2;->onFailure(I)V,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler$2;->onSuccess()V,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler;-><clinit>()V,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler;-><init>(Landroid/adservices/ondevicepersonalization/aidl/IFederatedComputeService;Landroid/adservices/ondevicepersonalization/aidl/IDataAccessService;)V,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler;->convertSchedulingMode(Landroid/adservices/ondevicepersonalization/TrainingInterval;)I,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler;->convertTrainingInterval(Landroid/adservices/ondevicepersonalization/TrainingInterval;)Landroid/federatedcompute/common/TrainingInterval;,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler;->logApiCallStats(IJI)V,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler;->sLogger:Lcom/android/ondevicepersonalization/internal/util/LoggerFactory$Logger;,blocked

Landroid/adservices/ondevicepersonalization/InferenceInput;-><init>(Landroid/adservices/ondevicepersonalization/InferenceInput$Params;[Ljava/lang/Object;ILandroid/adservices/ondevicepersonalization/InferenceOutput;)V,blocked
Landroid/adservices/ondevicepersonalization/InferenceInput;->__metadata()V,blocked

Landroid/adservices/ondevicepersonalization/InferenceInput$Params;-><init>(Landroid/adservices/ondevicepersonalization/KeyValueStore;Ljava/lang/String;III)V,blocked
Landroid/adservices/ondevicepersonalization/InferenceInput$Params;->__metadata()V,blocked

Landroid/adservices/ondevicepersonalization/InferenceOutput;-><init>(Ljava/util/Map;)V,blocked
Landroid/adservices/ondevicepersonalization/InferenceOutput;->__metadata()V,blocked

Landroid/adservices/ondevicepersonalization/InferenceOutput$Builder;->checkNotUsed()V,blocked

Landroid/adservices/ondevicepersonalization/IsolatedService;->-$$Nest$sfgetTAG()Ljava/lang/String;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService;->-$$Nest$sfgetsLogger()Lcom/android/ondevicepersonalization/internal/util/LoggerFactory$Logger;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService;-><clinit>()V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService;->TAG:Ljava/lang/String;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService;->sLogger:Lcom/android/ondevicepersonalization/internal/util/LoggerFactory$Logger;,blocked

Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder$$ExternalSyntheticLambda0;-><init>()V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder$$ExternalSyntheticLambda10;-><init>()V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder$$ExternalSyntheticLambda11;-><init>()V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder$$ExternalSyntheticLambda12;-><init>()V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder$$ExternalSyntheticLambda13;-><init>()V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder$$ExternalSyntheticLambda14;-><init>()V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder$$ExternalSyntheticLambda1;-><init>()V,blocked

Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder$$ExternalSyntheticLambda2;-><init>()V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder$$ExternalSyntheticLambda3;-><init>()V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder$$ExternalSyntheticLambda4;-><init>()V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder$$ExternalSyntheticLambda5;-><init>()V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder$$ExternalSyntheticLambda6;-><init>()V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder$$ExternalSyntheticLambda7;-><init>()V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder$$ExternalSyntheticLambda8;-><init>()V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder$$ExternalSyntheticLambda9;-><init>()V,blocked

Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;-><init>(Landroid/adservices/ondevicepersonalization/IsolatedService;)V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->getDataAccessService(Landroid/os/Bundle;)Landroid/adservices/ondevicepersonalization/aidl/IDataAccessService;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->getFederatedComputeService(Landroid/os/Bundle;)Landroid/adservices/ondevicepersonalization/aidl/IFederatedComputeService;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->getIsolatedModelService(Landroid/os/Bundle;)Landroid/adservices/ondevicepersonalization/aidl/IIsolatedModelService;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->lambda$getDataAccessService$12()Ljava/lang/String;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->lambda$getFederatedComputeService$11()Ljava/lang/String;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->lambda$getIsolatedModelService$10()Ljava/lang/String;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->lambda$performDownload$8()Ljava/lang/String;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->lambda$performDownload$9(Landroid/adservices/ondevicepersonalization/DownloadCompletedOutput;)Landroid/adservices/ondevicepersonalization/DownloadCompletedOutputParcel;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->lambda$performExecute$13()Ljava/lang/String;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->lambda$performExecute$14(Landroid/adservices/ondevicepersonalization/ExecuteOutput;)Landroid/adservices/ondevicepersonalization/ExecuteOutputParcel;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->lambda$performOnTrainingExample$2()Ljava/lang/String;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->lambda$performOnTrainingExample$3(Landroid/adservices/ondevicepersonalization/TrainingExamplesOutput;)Landroid/adservices/ondevicepersonalization/TrainingExamplesOutputParcel;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->lambda$performOnWebTrigger$0()Ljava/lang/String;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->lambda$performOnWebTrigger$1(Landroid/adservices/ondevicepersonalization/WebTriggerOutput;)Landroid/adservices/ondevicepersonalization/WebTriggerOutputParcel;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->lambda$performOnWebViewEvent$4()Ljava/lang/String;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->lambda$performOnWebViewEvent$5(Landroid/adservices/ondevicepersonalization/EventOutput;)Landroid/adservices/ondevicepersonalization/EventOutputParcel;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->lambda$performRender$6()Ljava/lang/String;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->lambda$performRender$7(Landroid/adservices/ondevicepersonalization/RenderOutput;)Landroid/adservices/ondevicepersonalization/RenderOutputParcel;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->onRequest(ILandroid/os/Bundle;Landroid/adservices/ondevicepersonalization/aidl/IIsolatedServiceCallback;)V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->performDownload(Landroid/os/Bundle;Landroid/adservices/ondevicepersonalization/aidl/IIsolatedServiceCallback;)V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->performExecute(Landroid/os/Bundle;Landroid/adservices/ondevicepersonalization/aidl/IIsolatedServiceCallback;)V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->performOnTrainingExample(Landroid/os/Bundle;Landroid/adservices/ondevicepersonalization/aidl/IIsolatedServiceCallback;)V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->performOnWebTrigger(Landroid/os/Bundle;Landroid/adservices/ondevicepersonalization/aidl/IIsolatedServiceCallback;)V,blocked
